HomeTeam,AwayTeam,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,HTHG,HTAG,FTR
Reims,Strasbourg,8,17,1,6,2,4,6,11,0,2,0,0,0,0,D
Rennes,Angers,15,7,4,2,7,7,11,7,1,1,0,0,1,0,H
Lille,Clermont,15,9,8,1,3,2,15,9,1,3,0,1,1,0,H
Marseille,Monaco,13,5,2,3,10,3,13,9,2,1,0,0,0,0,A
Lille,St Etienne,10,11,2,3,2,3,14,12,1,1,0,0,0,0,D
Montpellier,Nice,24,8,7,0,13,1,10,8,3,2,0,1,0,0,D
Troyes,Nantes,11,6,2,1,8,4,7,16,1,1,0,0,1,0,H
Paris SG,Bordeaux,12,15,5,5,2,4,4,9,1,2,0,0,1,0,H
Angers,Reims,20,10,7,3,4,2,19,8,6,3,1,1,0,1,A
Clermont,Lorient,10,9,1,6,2,2,14,14,1,2,0,0,0,0,A
Metz,Lens,6,11,3,0,5,4,11,14,5,2,0,0,0,0,D
Strasbourg,Monaco,11,5,3,0,6,7,10,13,1,2,0,0,1,0,H
Lyon,Rennes,11,10,2,7,8,2,8,12,2,3,0,0,0,3,A
Brest,Marseille,8,13,2,7,1,3,11,14,1,4,0,0,0,1,A
St Etienne,Troyes,10,8,3,4,1,4,13,9,2,2,0,0,0,1,D
Lens,Clermont,20,10,7,3,7,2,15,12,1,1,0,0,2,1,H
Nantes,Lille,11,12,3,4,7,7,19,15,3,4,0,1,0,1,A
Monaco,Paris SG,13,13,8,6,6,7,17,10,3,3,0,0,1,0,H
Angers,Brest,9,16,3,2,6,11,11,9,2,1,0,0,1,0,H
Bordeaux,Montpellier,32,7,10,2,11,4,18,7,3,0,0,2,0,2,A
Lorient,Strasbourg,9,13,2,4,6,5,11,18,2,2,0,0,0,0,D
Rennes,Metz,21,2,8,1,10,1,13,11,1,2,0,0,3,0,H
Reims,Lyon,5,10,2,2,7,3,12,13,0,3,0,0,0,0,D
Marseille,Nice,13,9,6,3,3,2,12,11,2,2,0,0,1,0,H
Nice,Rennes,10,13,3,4,7,11,12,12,2,1,0,0,0,0,D
Lille,Bordeaux,22,2,6,0,7,2,13,15,2,4,0,1,0,0,D
Strasbourg,Lens,13,13,3,2,2,6,8,10,3,1,0,0,0,0,H
Clermont,Nantes,12,9,4,4,5,6,10,10,5,1,1,0,0,1,A
Metz,Monaco,17,14,4,4,3,6,6,9,0,0,0,0,0,0,A
Montpellier,Brest,9,12,3,6,7,5,16,14,2,4,0,0,0,0,A
St Etienne,Marseille,5,15,2,9,2,9,14,12,2,1,0,0,1,1,A
Troyes,Reims,19,10,5,4,6,3,15,11,1,4,0,1,0,0,H
Lyon,Angers,15,7,5,4,9,2,4,13,1,1,0,0,1,0,H
Paris SG,Lorient,15,11,7,4,3,1,7,14,2,1,0,0,2,0,H
Lorient,St Etienne,18,13,12,4,2,3,18,18,2,5,0,1,2,2,H
Reims,Rennes,15,14,7,8,2,6,15,7,2,0,0,0,0,2,A
Clermont,Paris SG,10,17,4,10,2,5,8,7,1,1,0,0,1,2,A
Bordeaux,Metz,12,9,7,2,5,6,15,15,3,2,0,0,0,1,H
Angers,Lille,13,17,3,3,6,7,10,12,3,2,0,0,0,0,D
Brest,Nantes,12,12,6,5,4,5,10,13,1,3,0,0,0,1,D
Monaco,Troyes,11,8,3,1,10,1,12,9,2,2,0,0,1,1,H
Lens,Nice,6,16,3,6,1,7,8,15,2,4,1,2,0,0,H
Strasbourg,Lyon,15,13,4,3,5,3,19,14,3,1,0,0,1,0,D
Marseille,Montpellier,11,6,5,2,0,8,12,13,0,2,0,1,2,0,H
Rennes,Monaco,13,12,4,4,6,0,7,15,1,3,0,0,1,1,A
St Etienne,Brest,11,7,4,3,7,3,10,10,0,2,0,0,2,1,H
Lille,Lens,17,11,5,7,13,7,12,9,3,2,0,0,1,2,A
Nice,Lorient,15,6,2,1,5,1,10,12,2,1,0,0,0,0,H
Metz,Clermont,4,26,2,4,0,9,15,11,1,1,1,0,1,1,D
Montpellier,Reims,14,15,3,9,9,6,9,12,0,3,0,0,0,0,D
Nantes,Angers,24,10,7,3,14,5,12,10,4,1,0,0,0,1,D
Troyes,Strasbourg,11,12,3,4,5,9,12,19,1,2,0,0,0,0,D
Lyon,Bordeaux,15,17,9,5,3,5,8,13,0,0,0,0,3,0,H
Paris SG,Marseille,7,3,3,1,3,4,16,12,6,1,0,0,2,1,H
Bordeaux,St Etienne,11,9,7,2,5,4,17,18,5,6,0,0,2,1,D
Lorient,Metz,15,20,5,5,10,12,13,17,2,2,0,0,0,0,H
Monaco,Nice,17,15,7,2,7,10,19,11,5,2,0,0,1,0,H
Reims,Lille,10,20,4,5,5,2,13,8,1,1,0,0,1,0,H
Troyes,Clermont,16,3,3,1,5,2,11,15,3,6,1,1,0,0,A
Angers,Paris SG,8,15,1,8,3,7,5,10,1,2,0,1,0,2,A
Brest,Lyon,9,18,3,5,2,2,15,12,2,2,0,0,1,0,H
Lens,Montpellier,12,9,5,4,5,3,11,10,1,0,0,0,1,0,H
Marseille,Nantes,19,4,5,3,7,3,10,15,2,5,0,1,1,2,H
Strasbourg,Rennes,13,10,5,3,2,7,16,11,1,2,0,0,1,0,H
Lyon,Montpellier,27,11,13,7,8,2,13,10,2,2,0,0,2,2,H
St Etienne,Monaco,8,12,4,6,1,1,11,19,2,3,0,0,1,2,A
Paris SG,Lens,18,8,7,3,4,3,17,12,4,2,0,1,0,0,D
Rennes,Lorient,10,12,7,2,2,4,10,10,1,0,1,0,2,0,H
Clermont,Angers,12,9,6,5,4,4,10,21,0,6,0,1,0,2,D
Metz,Brest,10,16,0,3,4,7,16,17,4,0,2,0,0,1,A
Nantes,Bordeaux,15,20,6,7,6,4,12,15,1,1,0,0,0,2,H
Nice,Troyes,18,9,3,3,7,3,18,11,0,1,0,0,0,0,H
Lille,Strasbourg,11,11,3,3,4,6,18,18,2,3,0,0,0,0,H
Reims,Marseille,10,14,3,3,3,4,14,7,1,1,0,0,0,0,A
